english,banjara,pos,ipa,telugu,hindi,source
బహుమానం,/inām/,n.,gift; reward,पारितोषक; पुरस्कार,మన రాజ్ ఇనామ్ దీనో.,telugu_banjara_dictionary_master_file.docx
గుడ్డు,/inda/,n.,egg,...,ఇండాతి నొంగ్వాణ్ రాందెవాసు.,telugu_banjara_dictionary_master_file.docx
ప్రమాణం,/imān/,v.,swear,...,సేనఁ ఆచ్చొ కఁరుచుకన్ ఇమాన్ కర్.,telugu_banjara_dictionary_master_file.docx
నిస్వార్ధపరుడు,/imāni/,adj.,altruistic,...,నాన్కి ఛ్వార ఇమాని.,telugu_banjara_dictionary_master_file.docx
నిస్పాక్షికంగా,/imānēti/,adj.,impartial,...,...,telugu_banjara_dictionary_master_file.docx
చెందిన,/irāda/,adj.,related,संबंधित; संबंध हुए,...,telugu_banjara_dictionary_master_file.docx
ఇరుసు,/irusu/,n.,axle,धुरा; धुर,...,telugu_banjara_dictionary_master_file.docx
ప్రాంతం (ఇలాకో),/ilāko/,n.,spot; boundary,प्रदेश; स्थान; सरहद; सीमा,ఇలాకో దాటన్ జాయేర్ ఛేని.,telugu_banjara_dictionary_master_file.docx
చికిత్స (ఇలాజ్),/ilāj/,n.,medical treatment,इलाज,...,telugu_banjara_dictionary_master_file.docx
ఇస్త్రీ చెయ్యి,/istri kar/,v.,press,प्रेस,మార్ ఝగ్లానఁ ఇస్త్రీకరన్ మేల్.,telugu_banjara_dictionary_master_file.docx
వాడడము (ఇస్తమాల్),/istamāl/,n./v.,usage,उपयोग,మ తార్ విస్రా ఇస్తమాల్కర్లుచుఁ.,telugu_banjara_dictionary_master_file.docx
ఇతను / ఇది,/i/,pron.,he; this,यह (पु./स्त्री./न.),ఈ తార్ కాయి లాగఁ.,telugu_banjara_dictionary_master_file.docx
ఇది కాకుంటే,/i namtō/,adv.,if not this,इसके बिना,ఈ నఁతో ఊ వఛఁ.,telugu_banjara_dictionary_master_file.docx
ఈ నెలలో,/i mīnāmā/,adv.,in this month,इस महीने में,ఈ మీనామా మఁ డిగ్రి పాస్ వేగో.,telugu_banjara_dictionary_master_file.docx
ఇదే,/ij/,adv.,this one only,यही,ఈజ్ వేళ రేణుఁ.,telugu_banjara_dictionary_master_file.docx
వయస్సు (ఈడ్),/id/,n.,age,उम्र; जवानी; अवस्था,తోనఁ చార్ మనిక్యామా వాతే కరేర్ ఈడ్ ఆయికోని.,telugu_banjara_dictionary_master_file.docx
మసులుతుంది,/ukalrō/,v.,boil,उबलना,పాణీ ఉకళ్లో.,telugu_banjara_dictionary_master_file.docx
ఉక్క పోత,/uklēmārēr/,n.,sweating; heat,पसीना; उमस,తడ్కేతి ఉళ్ళోమారఁచం.,telugu_banjara_dictionary_master_file.docx
ఉడకడం,/uklam/,v.,boil,उबलना,...,telugu_banjara_dictionary_master_file.docx
రెచ్చగొట్టు,/uclāyēr/,v.,ignite; provoke,उकसाना; भड़काना,మఁనఁ ఉచ్ఛావజూ కర్మత్.,telugu_banjara_dictionary_master_file.docx
ఇంకా / మరియు,/ujji/,conj.,some more; and,और; फिर,ఉజ్జి రేణుఁ.,telugu_banjara_dictionary_master_file.docx
మరొక,/ujjek/,adj.,another,दूसरा,ఉజ్జెక్ హప్త మార్ ఛేట్ ఆయేర్ ఛేని.,telugu_banjara_dictionary_master_file.docx
రోకలి,/ukli/,n.,pestle,मुसल,ఉక్కిన భాటాతి తయార్ కఁరఁచ.,telugu_banjara_dictionary_master_file.docx
ఉదాహరణ,/udāhārār/,n.,example,उदाहरण; दृष्टाँत; मिसाल,...,telugu_banjara_dictionary_master_file.docx
ఎలుక,/undar/,n.,rat,चूहा; मूषक,ఉందరేనఁ బిస్సి ఖావఁచఁ.,telugu_banjara_dictionary_master_file.docx
కుమ్మరించు,/undā/,v.,dump; pour,उड़ेलना,పాణీ మాట్లార్ నైఁ ఉందారోచఁ.,telugu_banjara_dictionary_master_file.docx
ఎండాకాలం,/undalo/,n.,summer,ग्रीष्म ऋतु; गरमी,ఉందాళో ఆరోచఁ కూలర్ లేలఁ.,telugu_banjara_dictionary_master_file.docx
వాటిలో,/undumā/,pron.,in them,उनमें,ఉందుమా కుణ్సో లేచి?,telugu_banjara_dictionary_master_file.docx
వారి,/undur/,pron.,their,उनका,ఉందూర్ నామెపర జమ్మి లకాయో.,telugu_banjara_dictionary_master_file.docx
పైది,/uncer/,adj.,upper one,ऊपरवाला,తార్ ఉంచేర్ రామ్.,telugu_banjara_dictionary_master_file.docx
బోర్లా పడడం,/undopadēr/,n.,falling again,ओंधे मुँह गिरना,...,telugu_banjara_dictionary_master_file.docx
ఎత్తు,/uncam/,n.,height,ऊँचाई,ఉంచేతి రేడ్.,telugu_banjara_dictionary_master_file.docx
లోతు,/undēmā/,n.,depth,गहराई,ఉండేమా గోజకో ఆద్మీ మర్గో.,telugu_banjara_dictionary_master_file.docx
పైపైన,/umparumpar/,adj.,peripheral; superficial,सतही; ऊपरी,జమ్మినె ఉంపర్ ఉంపర్ దూన్.,telugu_banjara_dictionary_master_file.docx
ఎత్తైన,/umpram/,adj.,outer layer; tall,ऊँचा,మోట్ గట్లార్ ఉంప్రఁ చడ్ సకాని.,telugu_banjara_dictionary_master_file.docx
వయసు / జీవితం,/umar/,n.,age; life,आयु; जीवन,తార్ ఉమర్ కత్రా.,telugu_banjara_dictionary_master_file.docx
జీవిత కాలం,/umar bharo/,adv.,life long,जीवनभर,...,telugu_banjara_dictionary_master_file.docx
ఉక్క పోత,/umas/,n.,sweating; heat,उमस,ఉందాళేమ ఉమస్ మారచఁ.,telugu_banjara_dictionary_master_file.docx
ఉలి,/uli/,n.,chisel,छेनी; टॉकी,ఉలితి లక్మేమ వేజ్ పాడఁచఁ.,telugu_banjara_dictionary_master_file.docx
ఇసుక,/uska/,n.,sand,रेत; बालू,ఉశ్కా ఆవఁచఁ.,telugu_banjara_dictionary_master_file.docx
ఎడారి,/uskyar bid/,n.,desert,रेगिस्तान; मरुस्थल,రాజస్థానే ఉస్క్యార్ బీడ్ ఛఁ.,telugu_banjara_dictionary_master_file.docx
అతను / అది,/ū/,pron.,he; that,वह,కాఁయి?,telugu_banjara_dictionary_master_file.docx
ఊట,/ūta/,n.,fountain,सोता,...,telugu_banjara_dictionary_master_file.docx
లే (పైకి),/ut/,v.,get up,उठना,ఉంపర్ ఊట్.,telugu_banjara_dictionary_master_file.docx
లేచే,/utēr/,n.,getting up one,उठने वाला,ఉటేర్ వేళ వేగి.,telugu_banjara_dictionary_master_file.docx
ఉన్ని / బొచ్చు,/ūn/,n.,wool,ऊन,...,telugu_banjara_dictionary_master_file.docx
పడమర,/uncal/,n.,west,पश्चिम,ఊంచాల్ సామ్ జాన్ కామ్ కర్.,telugu_banjara_dictionary_master_file.docx
లోతు / లోతైన,/undo/,adj.,deep; hollow,गहराई,అపణ్ ఢాబ్ రాస్ ఊండో.,telugu_banjara_dictionary_master_file.docx
పొంగు,/umpan/,v.,inflate; overflow,उफनना; फूलना,దూద్ ఊంపణ్ గో.,telugu_banjara_dictionary_master_file.docx
ఎకరం,/ekar/,n.,acre,एकड़,ఏక్ ఎక్కర్ ఖేత్ కాట్.,telugu_banjara_dictionary_master_file.docx
ఒక్కటే / ఒక్కరు / కేవలం / ఒకే,/ekkaj/,adv./pron./adj.,only one; one person; mere; only,केवल; सिर्फ; एक ही,ఎక్కజ్ త్వాయి గాలి మోటర్ చండో.,telugu_banjara_dictionary_master_file.docx
ఒక దానిని,/ekkinam/,pron.,one thing,एक वस्तु,ఏక్కినఁ నందిమా హంగోళీ కఁరావో.,telugu_banjara_dictionary_master_file.docx
ఒకరి,/ekkir/,pron.,ones,एक का,తూఁ ఎక్కిపర్ రీస్ కాఁయికన్ కర్రోచి.,telugu_banjara_dictionary_master_file.docx
ఒకరికి ఒక్కరు,/ekin ēk/,pron.,one to one,एक दूसरे के लिए,తమ్ దోయి ఎకీన్ ఏక్ సాత్.,telugu_banjara_dictionary_master_file.docx
ప్రకటించు,/elānkar/,v.,announce,घोषणा करना,బార్ ఎలాన్ కర్.,telugu_banjara_dictionary_master_file.docx
ఒకటి,/ek/,num.,one,एक,దసెమా ఏక్ భేళతో గ్యారఁ.,telugu_banjara_dictionary_master_file.docx
ఒక్కొక్కడు,/ēkēk/,n.,each,एक-एक,,telugu_banjara_dictionary_master_file.docx
ఒక్కరినే,/eklēnam/,pron.,only one person,अकेला व्यक्ति,మన అందారెమా ఏక్లేనఁ రకాడ్ గో.,telugu_banjara_dictionary_master_file.docx
ఒక మనిషి,/ēklo/,n.,one person,एक आदमी,,telugu_banjara_dictionary_master_file.docx
ఒంటరిగా / ఒకడినే,/ēklōj/,n./adv.,alone; aloof,अकेले; एकांत,అడ్బీమా రాత్ వణా ఏక్లోజ్ జాయేర్ ఛేని.,telugu_banjara_dictionary_master_file.docx
ఏకీకరించు / కలపడం,/ekkarer/,v.,consolidate; mixing,समेकित करना; मिलाना,దోయినె ఏక్కరేర్.,telugu_banjara_dictionary_master_file.docx
ఒకసారి,/ēktvāyi/,adv.,once,एक बार,ఏక్త్వాయి రేణు.,telugu_banjara_dictionary_master_file.docx
ఒకదాంట్లో ఇంకొకటి,/ēkimaēk/,adv.,one inside another,एक में दूसरा,ఏకీమాక్ భేళ్.,telugu_banjara_dictionary_master_file.docx
ఒక్కొక్కసారి,/ēkēk tāyi/,pron.,sometimes,कभी-कभी,,telugu_banjara_dictionary_master_file.docx
మడమ,/ēdi/,n.,heel; ankle,एड़ी,ఏడి పరఁ వించు కాటో.,telugu_banjara_dictionary_master_file.docx
ఇలా / ఇట్లా,/ērju/,n./adv.,thus,इस तरह,ఏరు కూఁణి కరేని.,telugu_banjara_dictionary_master_file.docx
ఇటు,/ēvdi/,v.,this side,इस तरफ,ఏవొ వర.,telugu_banjara_dictionary_master_file.docx
పెంట కుప్ప,/okoldi/,n.,manure heap,घूरा; खाद का ढेर,గోబ్రెనె ఒకొల్డిమారేడ్.,telugu_banjara_dictionary_master_file.docx
ప్రణాళిక,/odupu/,n.,plan,योजना,తార్ ఒడుపు ఆచొ ఛ.,telugu_banjara_dictionary_master_file.docx
అక్కడి నుండి,/otti/,adv.,from there,वहाँ से,ఒత్తి దెమల్.,telugu_banjara_dictionary_master_file.docx
అక్కడ,/otte/,adv.,there,वहाँ,ఒత్తె మేల్.,telugu_banjara_dictionary_master_file.docx
అప్పటి వరకు,/ottetanu/,adv.,until then,तब तक; वहाँ तक,,telugu_banjara_dictionary_master_file.docx
అక్కడ / అటు,/ottam/,adv.,there; over there,वहाँ; उधर,,telugu_banjara_dictionary_master_file.docx
ఓర్పు / ఓపిక,/opkyi/,n.,patience,सहनशीलता; धैर्य; सब्र,ప్రతి వ్యక్తికి ఓపిక ఉండాలి.,telugu_banjara_dictionary_master_file.docx
సారం,/odod/,n.,summary,सारांश,ఏ సాకీర్ ఒదోడ్.,telugu_banjara_dictionary_master_file.docx
ఆర్పు / చల్లార్చు,/ola/,v.,douse; cool,बुझाना; ठंडा करना,,telugu_banjara_dictionary_master_file.docx
వాళ్ళు,/ō/,pron.,those,वे,ఓ వేళామా హూయో.,telugu_banjara_dictionary_master_file.docx
ఆ సమయంలో,/ō vēlāmā/,n.,at that time,उस समय,ఓ వేళామాతూ కత్తఁగో.,telugu_banjara_dictionary_master_file.docx
వాళ్లు,/öj/,pron.,they,वे स्वयं,ఉందూర్ ఓజ్ గామ్ డగర్గే.,telugu_banjara_dictionary_master_file.docx
ఓటు / ఎన్నిక,/ōt/,n.,vote; choice,मत; चुनाव,నాయకేనఁ ఓటేతి కోర్.,telugu_banjara_dictionary_master_file.docx
పడవ,/ōda/,n.,boat; ship,नाव; जहाज,,telugu_banjara_dictionary_master_file.docx
ఉపాయం,/ödpu/,n.,idea,उपाय; विचार,ఓడ్పు సోంచ్.,telugu_banjara_dictionary_master_file.docx
కప్పుకునేది / చెద్దరు,/öder/,n.,cover; bedspread,ओढ़नी; चादर,చెద్దర్ ఓడేన ఁ కామఁచ ఁ.,telugu_banjara_dictionary_master_file.docx
ఓణీ,/ōṇṇi/,n.,odhni; scarf,ओढ़नी,మొట్యారి ఛ్వారి ఓణ్ణి నాక్లలఁచఁ.,telugu_banjara_dictionary_master_file.docx
అక్కడ నుంచి,/öttēti/,adv.,from there,वहाँ से,,telugu_banjara_dictionary_master_file.docx
దాని పై,/õpra/,adv.,on it,उस पर,,telugu_banjara_dictionary_master_file.docx
అందులో,/ōma/,adv.,therein,उसमें,ఓమా ఘాల్.,telugu_banjara_dictionary_master_file.docx
దాని నుండి,/omati/,adv.,from that,उससे,ఓమాతి ఘాల్.,telugu_banjara_dictionary_master_file.docx
దాని / అతని యొక్క / తనదే,/ōr/,pron./adv./adj.,its; of; own; his only,उसका; अपना,ఓర్ నామ్ కాఁయి.,telugu_banjara_dictionary_master_file.docx
తెగిన,/katāgo/,adj.,cut one,,కటాగొ జకొ హాత్ కామ్ కర్రీ కొని.,telugu_banjara_dictionary_master_file.docx
విసుగు/చికాకు,/katalo/,n./adv.,bore; worry,तंग कर; बेजार,తూమఁనఁకటాళొ ఖోరామత్. ఛుచాపరేతి యాడినఁ కటాళొ లాగఁచ.,telugu_banjara_dictionary_master_file.docx
నడుం,/kad/,n.,waist,,కడ్ దుక్రి.,telugu_banjara_dictionary_master_file.docx
గడప,/kadpa/,n.,doorway,డ్యోఢీ,కడ్పా పర్ బ్యాస్.,telugu_banjara_dictionary_master_file.docx
చరణం,/kadi/,n.,verse,चरण; कविता की पंक्ति,బైబిలేమార్ దీ కడి కఁ.,telugu_banjara_dictionary_master_file.docx
మొలతాడు,/kanadori/,n.,waist thread,,కడెపర్ కణదోరి భాంద్ర.,telugu_banjara_dictionary_master_file.docx
ఎప్పుడు,/kanna/,pron.,always; when,कब,ఫరన్ కన్న భళియాఁ.,telugu_banjara_dictionary_master_file.docx
ఎల్లవేళలా,/kannāyitõyi/,adv.,anytime,,కన్నాయితోయి మనఁ హర్దే లా.,telugu_banjara_dictionary_master_file.docx
కంకర,/kańkara/,n.,gravel,कंकर; कंकड,,telugu_banjara_dictionary_master_file.docx
జెల్లలు/జల్లచేప,/kantra/,n.,trout,జెల్లెలా,కంట్రార్ నొంగ్వాణ్ రాస్ ఆచ్చొ ఛఁ.,telugu_banjara_dictionary_master_file.docx
కణతి,/kanti/,n.,cyst,,,telugu_banjara_dictionary_master_file.docx
కుట్ర,/kapat/,n.,conspiracy,,మార్ పరె తూ కపట్ కర్రో.,telugu_banjara_dictionary_master_file.docx
పావురం,/kabutar/,n.,pigeon,कपोत; कबूतर,,telugu_banjara_dictionary_master_file.docx
తక్కువ,/kam/,adv.,less,,వోనఁ కమాయి కమ్ ఛఁ.,telugu_banjara_dictionary_master_file.docx
నిస్సత్తువ,/kamjor/,n.,enervation,,,telugu_banjara_dictionary_master_file.docx
గది,/kamara/,n.,room,कमरा; कोठरी,,telugu_banjara_dictionary_master_file.docx
సంపాదించు,/kamā/,v.,conciliate,,తూ పీసా కమా.,telugu_banjara_dictionary_master_file.docx
సంపద,/kamayi/,n.,wealth,,తార్ కమాయి కత్రా.,telugu_banjara_dictionary_master_file.docx
బుద్ధి/రీతి,/kanni/,n.,mind; attitude,बुद्धि; पद्धति; ढंग,ఏక్ ఆద్మీర్ ఆచ్చొబల్లా దలేనఁ కణ్ణి కఁచఁ. తార్ కణ్ణి ఆచ్ ఛేని.,telugu_banjara_dictionary_master_file.docx
నూకలు,/kanki/,n.,farina,,కణ్కి రాందన్ ఖావచఁ.,telugu_banjara_dictionary_master_file.docx
మొలతాడు,/kandoro/,n.,waist thread,,కడేపర్ కణోరొ భాంద్ర.,telugu_banjara_dictionary_master_file.docx
ఎక్కడ,/kattam/,n.,where,कहाँ; किधर,ఘర్ కత్తఁ. కత్తఁ ఛి.,telugu_banjara_dictionary_master_file.docx
ఎంత,/katrāl/,pron.,how much,,తమేనఁ జమ్మి కత్రా ఛఁ.,telugu_banjara_dictionary_master_file.docx
అంతులేని/ఎక్కువ,/katrāyiko/,adj.,endless; much,अंत हीन; बहुत ही,అంతు లేని లోతులో నీరు ఉంది.,telugu_banjara_dictionary_master_file.docx
ఎన్ని,/katri/,pron.,how many,कितने,తోనఁ కత్రి సీసీ చావ్డారో.,telugu_banjara_dictionary_master_file.docx
అని,/kan/,adv.,after telling,,తూ కన్ మాలం.,telugu_banjara_dictionary_master_file.docx
కమ్మరి,/kamār/,n.,blacksmith,कुम्हार; कुंभकार,కమార్ మాట్లా కఁరఁచం.,telugu_banjara_dictionary_master_file.docx
విద్యుత్తు,/karant/,n.,power,बिजली,కరంట్ రతో మోటర్ చాలచఁ.,telugu_banjara_dictionary_master_file.docx
చేయడం,/kar/,v.,do,,తూఁన్యాయ్ కర్.,telugu_banjara_dictionary_master_file.docx
కాకర తీగ,/karlār vēl/,n.,creeper,,,telugu_banjara_dictionary_master_file.docx
ఒప్పందము,/karār/,n.,agreement,,తూమఁ కరార్ కరీదె.,telugu_banjara_dictionary_master_file.docx
కాకర కాయ,/karēlā/,n.,bitter gourd,,కరేలార్ నొంగ్వాణ్ కుడి రఁచం.,telugu_banjara_dictionary_master_file.docx
కోటి,/karod/,num. prop.,crore,,మార్ ఢ(యి కరోడ్ రపియా ఛఁ.,telugu_banjara_dictionary_master_file.docx
కలుపు,/kalap/,n.,connects; weeds,मिला,,telugu_banjara_dictionary_master_file.docx
దృఢంగా,/kaldothant/,adv.,hardly,,మార్ హాత్ కన్డోఠంట్ ఛఁ.,telugu_banjara_dictionary_master_file.docx
పుక్కిలించు,/kaldānāk/,v.,gargle,,దాడి ధాన్ ఖాలేన్ పాణీతి కల్లోనాక్.,telugu_banjara_dictionary_master_file.docx
నకిలి,/kalti/,n.,impurity,मिलावट,బిజ్జా గాడఁతొ హుగేని.,telugu_banjara_dictionary_master_file.docx
తెలుసుకో,/kalā/,v.,illustration,,,telugu_banjara_dictionary_master_file.docx
వివరంగా,/kalān/,adv.,in detail,ब्योरेवार,కళాన్ కేణో.,telugu_banjara_dictionary_master_file.docx
అధ్యయనం చేయి,/kalāyēro/,n.,study,,,telugu_banjara_dictionary_master_file.docx
గౌడు,/kalāl/,n.,caste,,హమార్ గామేమా కళాల్ ఛఁ.,telugu_banjara_dictionary_master_file.docx
జగడాలమారి,/kaleńki/,n.,cantankerous,,కళెంకితి లడాయి ఘాలేర్ ఛేనిఁ.,telugu_banjara_dictionary_master_file.docx
అవగతం కాని,/kaļēnijako/,v.,not understandable,,కళేనిజకొ వాత్ కరేర్ ఛేని.,telugu_banjara_dictionary_master_file.docx
కిందికి దిగు,/kaler/,v.,descend,घुस; नीचे उतर जा,,telugu_banjara_dictionary_master_file.docx
కష్టమైన,/kastāti/,n.,difficulty,जटिल; कठिन,,telugu_banjara_dictionary_master_file.docx
బిగించు,/kas/,v.,tighten,कस; कसकर बाँध,,telugu_banjara_dictionary_master_file.docx
ఎందువల్ల,/kassēnam/,adv.,why,,తూ కసేన గామేనఁ ఆయోకొని.,telugu_banjara_dictionary_master_file.docx
వ్యాయామం,/kasrat/,n.,exercise,व्यायाम,కరూచుఁ.,telugu_banjara_dictionary_master_file.docx
గంట,/kasāpti/,n.,doorbell,,,telugu_banjara_dictionary_master_file.docx
పట్టీలు,/kase/,n.,anklets,,టాంగేమా పిత్రి కసె ఛఁ.,telugu_banjara_dictionary_master_file.docx
పీత,/kyānkdo/,n.,crab,,క్యాంక్డ్ సందరెమా రచఁ.,telugu_banjara_dictionary_master_file.docx
తలుపు,/kavādi/,n.,door,दरवाजा; किवाड,,telugu_banjara_dictionary_master_file.docx
క్యాబేజి,/kyābēji/,n.,cabbage,,క్యాబేజీర్ నొంగ్వాణ్ రాందచఁ.,telugu_banjara_dictionary_master_file.docx
పొలం,/kyārā/,n.,field,,సాళ్ పచావఁజే జమ్మినఁ క్యారా కఁచఁ.,telugu_banjara_dictionary_master_file.docx
విప్లవం,/krānti/,n.,revolution,विप्लव; क्रान्ति,,telugu_banjara_dictionary_master_file.docx
గవ్వలు,/kvādi/,n.,decorative shells,,క్వాడి చఁ.,telugu_banjara_dictionary_master_file.docx
ముద్ద,/kvāll/,n.,morsel; dab,,ఏక్ క్వాళ్ ధాన్ ఘాల్.,telugu_banjara_dictionary_master_file.docx
గుమ్మడి కాయ,/kvālā/,n.,pumpkin,,ఘరే ముంగాణ్ క్వాళా భాందఁచఁ.,telugu_banjara_dictionary_master_file.docx
పినతండ్రి,/kāka/,n.,dad's younger brother,,బాపేర్ భాయినఁ కాక కన్ కఁచఁ.,telugu_banjara_dictionary_master_file.docx
కాకి,/kākla/,n.,crow,काक; कौआ,,telugu_banjara_dictionary_master_file.docx
దోసకాయ,/kākdi/,n.,cucumber,,కాకిడినఁ రాందన్,telugu_banjara_dictionary_master_file.docx
చిన్నమ్మ,/kāki/,n.,mother's younger sister,,బాపేర్ భాఁయీర్ టాండ్రిన్ కాకి కన్ కచఁ.,telugu_banjara_dictionary_master_file.docx
వెడల్పాటి కర్ర పాత్ర,/kākoti/,n.,wood basin,,కాకొటి మ ఆటొ పీంచచఁ.,telugu_banjara_dictionary_master_file.docx
పత్రిక,/kāgad/,n.,newspaper; letter,पत्रिका; पत्र; पत्ता; कागज; समाचार पत्र,,telugu_banjara_dictionary_master_file.docx
కొండ నాలుక,/kāglā/,n.,uvula,,లండిమార్ ఏక్ భాగ్ కాగ్.,telugu_banjara_dictionary_master_file.docx
కొబ్బరి చిప్ప,/kācli/,n.,broken hard coconut,,నారళేర్ కాచఁలితి చూలో కఁర ఁ.,telugu_banjara_dictionary_master_file.docx
కళ్ళజోడు,/kājal/,n.,spectacles,,ఆంకి సమోర్ దికాయేనిజన కాజళ్ ఘాలఁచఁ.,telugu_banjara_dictionary_master_file.docx
గాటు,/kāt/,n.,dent,,,telugu_banjara_dictionary_master_file.docx
కత్తి పీట,/kattu/,n.,cutter with base,,,telugu_banjara_dictionary_master_file.docx
బిగించు,/kātto kar/,v.,tighten; confirm,कसकर बाँध; तान,,telugu_banjara_dictionary_master_file.docx
నరుకు/కోయు,/kāter/,v.,butcher; harvest; snap,काट; अलग कर; टुकडे कर; कटाई; कतर,అక్కడ అడ్డంగా ఉన్న చెట్టును నరుకు.,telugu_banjara_dictionary_master_file.docx
రక్కసిగడ్డి,/katēvālēkhad/,n.,spear grass,,,telugu_banjara_dictionary_master_file.docx
తీక్షణంగా చూడటం,/kāto dekēr/,v.,looking seriously,,,telugu_banjara_dictionary_master_file.docx
తియ్యి,/kād/,v.,remove,,ఝగ్ కాడ్. నాత్ కాడ్. పీసా కాడ్.,telugu_banjara_dictionary_master_file.docx
ఎందుకంటే,/kānnam/,conj.,because of,कारण; से; संभव,,telugu_banjara_dictionary_master_file.docx
తీసివెయ్యి,/kānāk/,v.,remove,,లారీమా ఛఁజకో విస్రానఁ బారఁ కాణాక్.,telugu_banjara_dictionary_master_file.docx
గుడ్డి,/kānō/,adj.,blind,दृष्टिहीन; अंध,,telugu_banjara_dictionary_master_file.docx
చెవి,/kān/,n.,ear,,కాన్ సామ్ల ఛఁ.,telugu_banjara_dictionary_master_file.docx
కానుక,/kānkya/,n.,gift,,దేవేనఁ కాన్క్య చడాయేర్ వాసు దేవలేనె గో.,telugu_banjara_dictionary_master_file.docx
కాడి,/kānni/,n.,yoke,,బళదూర్ గొదడి పరఁ కాన్ని ఛఁ.,telugu_banjara_dictionary_master_file.docx
మూల్గడం,/kanj/,v.,groan,,పక్కొ తావ్ ఆన్ ఆద్మీ కాంజ్ రోచఁ.,telugu_banjara_dictionary_master_file.docx
కంకర,/kānkra/,n.,rock pieces,,,telugu_banjara_dictionary_master_file.docx
రవిక/బ్లౌజ్,/kāñcli/,n.,blouse,चोली; अँगिया,బాయిలోగ్ కాంచ్ళీ ప్యారఁచఁ.,telugu_banjara_dictionary_master_file.docx
దువ్వెన,/kāngsi/,n.,comb,कंघी; कंघा,కాంగ్సి తి మాత్త వామాచఁ.,telugu_banjara_dictionary_master_file.docx
ఉల్లి గడ్డ/గొంతు,/kānda/,n.,onion; neck,कंठ; गला; स्वर; वाणी,హమార్ ఖేతేమా కాందా పచావాఁచా.,telugu_banjara_dictionary_master_file.docx
ఉల్లాకు,/kāndār pān/,n.,label,,ఖేతేమాతి కాందార్ పాన్ తోల్డామా.,telugu_banjara_dictionary_master_file.docx
ముళ్ళ కప్ప,/kāntali mitiki/,n.,thorny frog,,,telugu_banjara_dictionary_master_file.docx
నాచు,/kāñji/,n.,moss,,తలాథ్థామా కాంజి రచఁ.,telugu_banjara_dictionary_master_file.docx
భుజం/బాహువు,/kāndo/,n.,shoulder,भुजा; बाहु,లాకడేనఁ కాందేపర్ పాడ్. కాందే ఫర్ చోట్ లాగ్గి.,telugu_banjara_dictionary_master_file.docx
చంక,/kānkō/,n.,armpit,काँख,,telugu_banjara_dictionary_master_file.docx
చెవి పోగు,/kānēr kammal/,n.,earring,,బాయిలోగ్ కానేర్ కమ్మల్ ఘాలఁచఁ.,telugu_banjara_dictionary_master_file.docx
చెవి కన్నం,/kānēr vēj/,n.,ear hole,,,telugu_banjara_dictionary_master_file.docx
తాబేలు,/kābjo/,n.,tortoise,कछुआ,కాబొ ఊంప్రఁ కోప్రి రఁచఁ.,telugu_banjara_dictionary_master_file.docx
పని,/kām/,n.,work,काम; कार्य,పర్బాతి ఊటన్ ఘరేర్ కామ్ కరూచుఁ. కామ్ కర్.,telugu_banjara_dictionary_master_file.docx
ఉత్తరము,/karat/,n.,letter,उत्तर; पत्र; चिट्ठी,మన్ ఏక్ కారట్ దెమల్.,telugu_banjara_dictionary_master_file.docx
విభక్తి,/karan/,n.,case,विभक्ति,,telugu_banjara_dictionary_master_file.docx
కార్ఖానా,/karkhana/,n.,factory,कारखाना,,telugu_banjara_dictionary_master_file.docx
కార్యక్రమం,/kāryam/,n.,programme,,ఆజేర్ కామ్ కాఁయి.,telugu_banjara_dictionary_master_file.docx
వంకీల జుట్టు,/karlelattā/,n.,perm,,,telugu_banjara_dictionary_master_file.docx
కర్తవ్యం/బాధ్యత,/kārvāyi/,n.,duty; work,,మార్ కామ్ కార్వాయి తూజ్ కర్.,telugu_banjara_dictionary_master_file.docx
prophecy,/kālajñāni/,n.,prophecy,,,telugu_banjara_dictionary_master_file.docx
నిన్న,/kal/,n.,yesterday,कल बीता हुआ,కాల్ కేవి గో.,telugu_banjara_dictionary_master_file.docx
కాలువ,/kālvā/,n.,canal,नाला; नहर,కాల్వామా అస్మాన్ పాణీ ఛఁ.,telugu_banjara_dictionary_master_file.docx
మిరియాల,/kāli marcē/,adj.,ground pepper,,కాళి మర్చేర్ పొడి పక్కొ మండుచఁ.,telugu_banjara_dictionary_master_file.docx
నలుపు/కరువు,/kāḷō/,n./adj.,black; famine,कमी; अपूर्णता,యేనఁ కాళో కర్. కాక్లార్ రంగ్ కాళో.,telugu_banjara_dictionary_master_file.docx
కాపలా/రక్షణ,/kavli/,n.,guard; watch,रखवाली,అపణ్ చుట్టు కావలి రఁచఁ. మార్ బేటీర్ కావ్లి రఁ.,telugu_banjara_dictionary_master_file.docx
ఏమి,/kamyi/,pron.,what,,ఉందూన ఖాయేనఁ కాఁయి ఛేని.,telugu_banjara_dictionary_master_file.docx
ఎందువల్ల/కారణం,/kāmyikanam/,adv.,why,,గామ్ కసెనఁ జారొ.,telugu_banjara_dictionary_master_file.docx
ఏమో/ఏదో,/kāmyikō/,adv.,possibly; some,कोई,కాఁయి కోరేణో. తూ కేరొజకొ కాఁయికో.,telugu_banjara_dictionary_master_file.docx
కూత,/kikāti/,n.,howl,,ఏక్ కికాటి మారన్ హంకార్.,telugu_banjara_dictionary_master_file.docx
చిత్తడినేల,/kicaldi jāg/,n.,marsh,,,telugu_banjara_dictionary_master_file.docx
